======================================================================================================================
   TRAFFIC LIGHT MFG EXAMPLE (Picard)
======================================================================================================================
Parameters:
  xmin = 0.0, xmax = 1.0
  T    = 1.0, Nx = 200, Nt = 100
  nu   = 0.02, beta = 2, penalty = 150.0
Solver Parameters:
  PICARD_MAX_ITER = 250, PICARD_TOL = 1e-06
  DAMPING = 0.1
  NEWTON_MAX_ITER = 20, NEWTON_TOL = 1e-09
Grid Info:
  dt = 0.010000, dx = 0.005000
Problem Specific Parameters:
  light_position = 0.5, light_active_interval = [0.3, 0.7]
  light_penalty = 150.0, light_width = 0.05
  Hamiltonian = Godunov discretization of 0.5*p^2, boundary = conservative homogeneous Neumann
  initial_density = normalized exp(-(x-0.1)^2/0.01)
  terminal_cost = 5.0*(x-1.0)^2
----------------------------------------------------------------------------------------------------------------------
Iter  | Abs Err U    | Rel Err U    | Abs Err M    | Rel Err M    | Newton It  | Time (s)  
45    | 1.0871e-02   | 7.0539e-03   | 2.6926e-02   | 2.2348e-02   | 411        | 0.1743
46    | 1.0309e-02   | 6.6493e-03   | 2.3559e-02   | 1.9577e-02   | 415        | 0.1761
47    | 9.5150e-03   | 6.1014e-03   | 2.1936e-02   | 1.8254e-02   | 415        | 0.1755
48    | 8.7137e-03   | 5.5575e-03   | 2.2423e-02   | 1.8689e-02   | 418        | 0.1822
49    | 7.9442e-03   | 5.0416e-03   | 2.0487e-02   | 1.7099e-02   | 415        | 0.1711
50    | 7.1678e-03   | 4.5284e-03   | 1.6060e-02   | 1.3416e-02   | 415        | 0.1721
51    | 6.4479e-03   | 4.0576e-03   | 1.1516e-02   | 9.6229e-03   | 415        | 0.1784
52    | 5.7054e-03   | 3.5784e-03   | 1.0542e-02   | 8.8091e-03   | 414        | 0.1696
53    | 5.0562e-03   | 3.1620e-03   | 1.2449e-02   | 1.0400e-02   | 415        | 0.1730
54    | 4.7922e-03   | 2.9889e-03   | 1.2865e-02   | 1.0743e-02   | 415        | 0.1685
55    | 4.8158e-03   | 2.9956e-03   | 1.0446e-02   | 8.7198e-03   | 416        | 0.2019
56    | 4.8293e-03   | 2.9959e-03   | 7.8378e-03   | 6.5405e-03   | 416        | 0.1804
57    | 4.6710e-03   | 2.8899e-03   | 8.1003e-03   | 6.7593e-03   | 415        | 0.1770
58    | 4.3222e-03   | 2.6674e-03   | 9.0474e-03   | 7.5511e-03   | 415        | 0.1744
59    | 3.9084e-03   | 2.4063e-03   | 8.0686e-03   | 6.7364e-03   | 411        | 0.1719
60    | 3.5425e-03   | 2.1764e-03   | 5.6809e-03   | 4.7443e-03   | 408        | 0.1772
61    | 3.2047e-03   | 1.9653e-03   | 4.3509e-03   | 3.6343e-03   | 406        | 0.1668
62    | 2.8267e-03   | 1.7308e-03   | 4.9281e-03   | 4.1170e-03   | 405        | 0.1722
63    | 2.4342e-03   | 1.4883e-03   | 5.1539e-03   | 4.3057e-03   | 407        | 0.1703
64    | 2.1185e-03   | 1.2937e-03   | 4.2929e-03   | 3.5864e-03   | 408        | 0.1674
65    | 1.8972e-03   | 1.1572e-03   | 3.1327e-03   | 2.6171e-03   | 412        | 0.1733
66    | 1.7128e-03   | 1.0436e-03   | 2.8418e-03   | 2.3741e-03   | 413        | 0.1761
67    | 1.5419e-03   | 9.3863e-04   | 3.1557e-03   | 2.6367e-03   | 412        | 0.1718
68    | 1.4086e-03   | 8.5672e-04   | 3.0886e-03   | 2.5809e-03   | 409        | 0.1697
69    | 1.3144e-03   | 7.9886e-04   | 2.4908e-03   | 2.0815e-03   | 406        | 0.1662
70    | 1.2172e-03   | 7.3926e-04   | 1.8625e-03   | 1.5565e-03   | 406        | 0.1668
71    | 1.0834e-03   | 6.5760e-04   | 1.7855e-03   | 1.4922e-03   | 404        | 0.1704
72    | 9.3396e-04   | 5.6662e-04   | 1.9219e-03   | 1.6061e-03   | 405        | 0.1696
73    | 8.2394e-04   | 4.9963e-04   | 1.7504e-03   | 1.4628e-03   | 405        | 0.1669
74    | 7.6861e-04   | 4.6587e-04   | 1.3223e-03   | 1.1050e-03   | 407        | 0.1740
75    | 7.2549e-04   | 4.3955e-04   | 1.0865e-03   | 9.0789e-04   | 408        | 0.1768
76    | 6.6291e-04   | 4.0148e-04   | 1.2207e-03   | 1.0200e-03   | 408        | 0.1716
77    | 5.9228e-04   | 3.5858e-04   | 1.2972e-03   | 1.0840e-03   | 408        | 0.1761
78    | 5.3797e-04   | 3.2560e-04   | 1.1115e-03   | 9.2886e-04   | 408        | 0.1675
79    | 4.9885e-04   | 3.0183e-04   | 7.7430e-04   | 6.4708e-04   | 408        | 0.1710
80    | 4.5272e-04   | 2.7385e-04   | 5.8428e-04   | 4.8829e-04   | 407        | 0.1672
81    | 3.9014e-04   | 2.3594e-04   | 6.5327e-04   | 5.4595e-04   | 407        | 0.1691
82    | 3.2624e-04   | 1.9726e-04   | 6.8825e-04   | 5.7518e-04   | 407        | 0.1716
83    | 2.8200e-04   | 1.7049e-04   | 5.7757e-04   | 4.8268e-04   | 407        | 0.1709
84    | 2.5760e-04   | 1.5571e-04   | 4.1745e-04   | 3.4887e-04   | 407        | 0.1699
85    | 2.3717e-04   | 1.4334e-04   | 3.7646e-04   | 3.1461e-04   | 407        | 0.1668
86    | 2.1473e-04   | 1.2977e-04   | 4.2187e-04   | 3.5256e-04   | 407        | 0.1726
87    | 1.9704e-04   | 1.1906e-04   | 4.0847e-04   | 3.4136e-04   | 407        | 0.1655
88    | 1.8720e-04   | 1.1310e-04   | 3.1981e-04   | 2.6727e-04   | 407        | 0.1689
89    | 1.7747e-04   | 1.0721e-04   | 2.3703e-04   | 1.9809e-04   | 407        | 0.1722
90    | 1.6044e-04   | 9.6918e-05   | 2.3969e-04   | 2.0031e-04   | 407        | 0.1671
91    | 1.3815e-04   | 8.3447e-05   | 2.6031e-04   | 2.1754e-04   | 407        | 0.1693
92    | 1.1894e-04   | 7.1834e-05   | 2.3057e-04   | 1.9269e-04   | 407        | 0.1714
93    | 1.0708e-04   | 6.4671e-05   | 1.6528e-04   | 1.3812e-04   | 407        | 0.1682
94    | 9.8262e-05   | 5.9340e-05   | 1.3618e-04   | 1.1381e-04   | 407        | 0.1731
95    | 8.7934e-05   | 5.3100e-05   | 1.6469e-04   | 1.3763e-04   | 407        | 0.1712
96    | 7.7695e-05   | 4.6915e-05   | 1.7796e-04   | 1.4872e-04   | 407        | 0.1656
97    | 7.1319e-05   | 4.3064e-05   | 1.4842e-04   | 1.2403e-04   | 407        | 0.1680
98    | 6.7907e-05   | 4.1001e-05   | 9.3274e-05   | 7.7950e-05   | 407        | 0.1694
99    | 6.3053e-05   | 3.8069e-05   | 6.3542e-05   | 5.3103e-05   | 407        | 0.1653
100   | 5.4956e-05   | 3.3180e-05   | 8.4344e-05   | 7.0488e-05   | 407        | 0.1709
101   | 4.5999e-05   | 2.7771e-05   | 9.6834e-05   | 8.0926e-05   | 407        | 0.1691
102   | 3.9703e-05   | 2.3970e-05   | 8.4788e-05   | 7.0859e-05   | 407        | 0.1663
103   | 3.6379e-05   | 2.1962e-05   | 6.2428e-05   | 5.2172e-05   | 407        | 0.1695
104   | 3.3402e-05   | 2.0165e-05   | 5.3594e-05   | 4.4789e-05   | 407        | 0.1680
105   | 2.9583e-05   | 1.7859e-05   | 5.7779e-05   | 4.8286e-05   | 407        | 0.1641
106   | 2.6245e-05   | 1.5844e-05   | 5.4980e-05   | 4.5948e-05   | 407        | 0.1686
107   | 2.4633e-05   | 1.4870e-05   | 4.1443e-05   | 3.4634e-05   | 407        | 0.1705
108   | 2.3747e-05   | 1.4335e-05   | 2.9232e-05   | 2.4430e-05   | 407        | 0.1664
109   | 2.1970e-05   | 1.3262e-05   | 3.2100e-05   | 2.6826e-05   | 407        | 0.1712
110   | 1.9146e-05   | 1.1558e-05   | 3.7467e-05   | 3.1311e-05   | 407        | 0.1681
111   | 1.6386e-05   | 9.8910e-06   | 3.4230e-05   | 2.8607e-05   | 407        | 0.1662
112   | 1.4578e-05   | 8.8000e-06   | 2.3916e-05   | 1.9987e-05   | 407        | 0.1707
113   | 1.3360e-05   | 8.0647e-06   | 1.6345e-05   | 1.3660e-05   | 407        | 0.1667
114   | 1.1999e-05   | 7.2431e-06   | 1.9620e-05   | 1.6396e-05   | 407        | 0.1720
115   | 1.0547e-05   | 6.3661e-06   | 2.2875e-05   | 1.9117e-05   | 407        | 0.1693
116   | 9.5756e-06   | 5.7800e-06   | 2.0191e-05   | 1.6874e-05   | 407        | 0.1671
117   | 9.1496e-06   | 5.5228e-06   | 1.3397e-05   | 1.1196e-05   | 407        | 0.1676
118   | 8.6695e-06   | 5.2330e-06   | 9.1363e-06   | 7.6353e-06   | 407        | 0.1689
119   | 7.7497e-06   | 4.6778e-06   | 1.1684e-05   | 9.7644e-06   | 407        | 0.1720
120   | 6.6072e-06   | 3.9882e-06   | 1.3589e-05   | 1.1356e-05   | 407        | 0.1684
121   | 5.7211e-06   | 3.4533e-06   | 1.2020e-05   | 1.0045e-05   | 407        | 0.1706
122   | 5.2282e-06   | 3.1557e-06   | 8.5268e-06   | 7.1259e-06   | 407        | 0.1702
123   | 4.8164e-06   | 2.9072e-06   | 6.6048e-06   | 5.5197e-06   | 407        | 0.1719
124   | 4.2634e-06   | 2.5734e-06   | 7.2887e-06   | 6.0913e-06   | 407        | 0.1671
125   | 3.6912e-06   | 2.2280e-06   | 7.4366e-06   | 6.2148e-06   | 407        | 0.1727
126   | 3.3184e-06   | 2.0030e-06   | 5.9964e-06   | 5.0113e-06   | 407        | 0.1663
127   | 3.1143e-06   | 1.8798e-06   | 4.2442e-06   | 3.5469e-06   | 407        | 0.1665
128   | 2.8656e-06   | 1.7297e-06   | 4.1784e-06   | 3.4920e-06   | 407        | 0.1699
129   | 2.4874e-06   | 1.5014e-06   | 4.8793e-06   | 4.0777e-06   | 407        | 0.1679
130   | 2.0888e-06   | 1.2608e-06   | 4.6520e-06   | 3.8877e-06   | 407        | 0.1680
131   | 1.8131e-06   | 1.0944e-06   | 3.4305e-06   | 2.8669e-06   | 407        | 0.1669
132   | 1.6584e-06   | 1.0010e-06   | 2.2507e-06   | 1.8810e-06   | 407        | 0.1668
133   | 1.5239e-06   | 9.1980e-07   | 2.3835e-06   | 1.9919e-06   | 407        | 0.1656
134   | 1.3823e-06   | 8.3437e-07   | 2.8470e-06   | 2.3792e-06   | 407        | 0.1689
135   | 1.2860e-06   | 7.7620e-07   | 2.6590e-06   | 2.2222e-06   | 407        | 0.1695
136   | 1.2466e-06   | 7.5242e-07   | 1.9265e-06   | 1.6100e-06   | 407        | 0.1667
137   | 1.2006e-06   | 7.2467e-07   | 1.3346e-06   | 1.1153e-06   | 407        | 0.1667
138   | 1.0989e-06   | 6.6331e-07   | 1.4527e-06   | 1.2141e-06   | 407        | 0.1737
139   | 9.5827e-07   | 5.7840e-07   | 1.6424e-06   | 1.3726e-06   | 407        | 0.1660
140   | 8.2975e-07   | 5.0083e-07   | 1.4872e-06   | 1.2429e-06   | 407        | 0.1666
141   | 7.3685e-07   | 4.4476e-07   | 1.1493e-06   | 9.6052e-07   | 407        | 0.1664
----------------------------------------------------------------------------------------------------------------------
CONVERGED at nu=0.02 in 141 iterations.
Total Execution Time: 24.5416 seconds.
