======================================================================================================================
   TRAFFIC LIGHT MFG EXAMPLE (Picard)
======================================================================================================================
Parameters:
  xmin = 0.0, xmax = 1.0
  T    = 1.0, Nx = 200, Nt = 100
  nu   = 0.02, beta = 2, penalty = 150.0
Solver Parameters:
  PICARD_MAX_ITER = 250, PICARD_TOL = 1e-06
  DAMPING = 0.3
  NEWTON_MAX_ITER = 20, NEWTON_TOL = 1e-09
Grid Info:
  dt = 0.010000, dx = 0.005000
Problem Specific Parameters:
  light_position = 0.5, light_active_interval = [0.3, 0.7]
  light_penalty = 150.0, light_width = 0.05
  Hamiltonian = Godunov discretization of 0.5*p^2, boundary = conservative homogeneous Neumann
  initial_density = normalized exp(-(x-0.1)^2/0.01)
  terminal_cost = 5.0*(x-1.0)^2
----------------------------------------------------------------------------------------------------------------------
Iter  | Abs Err U    | Rel Err U    | Abs Err M    | Rel Err M    | Newton It  | Time (s)  
38    | 2.4787e-02   | 1.5327e-02   | 1.3487e-01   | 1.1182e-01   | 419        | 0.1801
39    | 2.9629e-02   | 1.8312e-02   | 1.4110e-01   | 1.1744e-01   | 410        | 0.1737
40    | 2.6265e-02   | 1.6302e-02   | 1.1635e-01   | 9.6479e-02   | 419        | 0.1783
41    | 2.2023e-02   | 1.3646e-02   | 1.1111e-01   | 9.2404e-02   | 414        | 0.1738
42    | 2.3757e-02   | 1.4696e-02   | 1.3413e-01   | 1.1121e-01   | 418        | 0.1773
43    | 2.7538e-02   | 1.7010e-02   | 1.3547e-01   | 1.1279e-01   | 410        | 0.1757
44    | 2.5077e-02   | 1.5554e-02   | 1.1376e-01   | 9.4355e-02   | 418        | 0.1833
45    | 2.3162e-02   | 1.4331e-02   | 1.1556e-01   | 9.6118e-02   | 414        | 0.1760
46    | 2.5088e-02   | 1.5503e-02   | 1.3536e-01   | 1.1224e-01   | 417        | 0.2030
47    | 2.6858e-02   | 1.6584e-02   | 1.2871e-01   | 1.0719e-01   | 412        | 0.1801
48    | 2.4614e-02   | 1.5258e-02   | 1.1515e-01   | 9.5514e-02   | 419        | 0.1756
49    | 2.4962e-02   | 1.5434e-02   | 1.2633e-01   | 1.0511e-01   | 413        | 0.1863
50    | 2.8222e-02   | 1.7446e-02   | 1.3637e-01   | 1.1306e-01   | 418        | 0.1951
51    | 2.6548e-02   | 1.6423e-02   | 1.2296e-01   | 1.0235e-01   | 413        | 0.1792
52    | 2.3644e-02   | 1.4656e-02   | 1.2011e-01   | 9.9593e-02   | 419        | 0.1836
53    | 2.5720e-02   | 1.5901e-02   | 1.3642e-01   | 1.1354e-01   | 412        | 0.1873
54    | 3.0931e-02   | 1.9151e-02   | 1.3387e-01   | 1.1095e-01   | 419        | 0.2046
55    | 2.8003e-02   | 1.7367e-02   | 1.1687e-01   | 9.7207e-02   | 413        | 0.1857
56    | 2.3424e-02   | 1.4515e-02   | 1.2707e-01   | 1.0536e-01   | 419        | 0.1812
57    | 2.6828e-02   | 1.6589e-02   | 1.3940e-01   | 1.1605e-01   | 412        | 0.1779
58    | 3.2293e-02   | 2.0034e-02   | 1.2816e-01   | 1.0621e-01   | 423        | 0.1956
59    | 3.0754e-02   | 1.9104e-02   | 1.1386e-01   | 9.4641e-02   | 412        | 0.1832
60    | 2.5005e-02   | 1.5490e-02   | 1.3025e-01   | 1.0802e-01   | 420        | 0.1782
61    | 2.7737e-02   | 1.7165e-02   | 1.3284e-01   | 1.1062e-01   | 411        | 0.1679
62    | 3.1092e-02   | 1.9310e-02   | 1.2125e-01   | 1.0052e-01   | 421        | 0.1704
63    | 3.0504e-02   | 1.8943e-02   | 1.1894e-01   | 9.8892e-02   | 412        | 0.1687
64    | 2.7450e-02   | 1.7006e-02   | 1.3261e-01   | 1.0999e-01   | 421        | 0.1716
65    | 2.8107e-02   | 1.7420e-02   | 1.3022e-01   | 1.0842e-01   | 412        | 0.1683
66    | 2.9683e-02   | 1.8441e-02   | 1.2164e-01   | 1.0083e-01   | 418        | 0.1706
67    | 2.8741e-02   | 1.7839e-02   | 1.2717e-01   | 1.0576e-01   | 412        | 0.1705
68    | 2.9201e-02   | 1.8112e-02   | 1.3507e-01   | 1.1199e-01   | 419        | 0.1725
69    | 2.9054e-02   | 1.8037e-02   | 1.3152e-01   | 1.0944e-01   | 412        | 0.1695
70    | 2.9165e-02   | 1.8125e-02   | 1.2845e-01   | 1.0644e-01   | 418        | 0.1692
71    | 2.8683e-02   | 1.7808e-02   | 1.3544e-01   | 1.1263e-01   | 412        | 0.1699
72    | 3.0896e-02   | 1.9202e-02   | 1.3699e-01   | 1.1350e-01   | 418        | 0.1723
73    | 3.0676e-02   | 1.9083e-02   | 1.3402e-01   | 1.1143e-01   | 412        | 0.1701
74    | 2.9729e-02   | 1.8496e-02   | 1.3633e-01   | 1.1290e-01   | 417        | 0.1698
75    | 2.9657e-02   | 1.8439e-02   | 1.3995e-01   | 1.1635e-01   | 413        | 0.1696
76    | 3.1821e-02   | 1.9824e-02   | 1.3742e-01   | 1.1379e-01   | 419        | 0.1717
77    | 3.1740e-02   | 1.9779e-02   | 1.3642e-01   | 1.1335e-01   | 412        | 0.1701
78    | 3.0453e-02   | 1.8972e-02   | 1.4042e-01   | 1.1625e-01   | 419        | 0.1677
79    | 3.0222e-02   | 1.8822e-02   | 1.3945e-01   | 1.1591e-01   | 413        | 0.1680
80    | 3.1462e-02   | 1.9627e-02   | 1.3658e-01   | 1.1306e-01   | 419        | 0.1693
81    | 3.1608e-02   | 1.9707e-02   | 1.3854e-01   | 1.1510e-01   | 412        | 0.1670
82    | 3.0846e-02   | 1.9232e-02   | 1.4037e-01   | 1.1621e-01   | 419        | 0.1690
83    | 3.0431e-02   | 1.8972e-02   | 1.3726e-01   | 1.1408e-01   | 413        | 0.1694
84    | 3.0803e-02   | 1.9217e-02   | 1.3705e-01   | 1.1345e-01   | 419        | 0.1699
85    | 3.1083e-02   | 1.9374e-02   | 1.4022e-01   | 1.1651e-01   | 412        | 0.1678
86    | 3.1009e-02   | 1.9343e-02   | 1.3871e-01   | 1.1483e-01   | 419        | 0.1695
87    | 3.0733e-02   | 1.9168e-02   | 1.3662e-01   | 1.1353e-01   | 414        | 0.1687
88    | 3.0779e-02   | 1.9195e-02   | 1.3934e-01   | 1.1533e-01   | 419        | 0.1722
89    | 3.0961e-02   | 1.9296e-02   | 1.4065e-01   | 1.1688e-01   | 413        | 0.1738
90    | 3.0955e-02   | 1.9317e-02   | 1.3744e-01   | 1.1378e-01   | 418        | 0.1682
91    | 3.0990e-02   | 1.9329e-02   | 1.3793e-01   | 1.1460e-01   | 412        | 0.1684
92    | 3.1286e-02   | 1.9511e-02   | 1.4112e-01   | 1.1681e-01   | 418        | 0.1715
93    | 3.1073e-02   | 1.9373e-02   | 1.3947e-01   | 1.1590e-01   | 414        | 0.1698
94    | 3.0569e-02   | 1.9081e-02   | 1.3718e-01   | 1.1356e-01   | 418        | 0.1708
95    | 3.0899e-02   | 1.9269e-02   | 1.4002e-01   | 1.1633e-01   | 412        | 0.1671
96    | 3.1789e-02   | 1.9830e-02   | 1.4103e-01   | 1.1673e-01   | 418        | 0.1747
97    | 3.1226e-02   | 1.9478e-02   | 1.3761e-01   | 1.1433e-01   | 413        | 0.1678
98    | 3.0124e-02   | 1.8800e-02   | 1.3814e-01   | 1.1435e-01   | 419        | 0.1763
99    | 3.0699e-02   | 1.9138e-02   | 1.4150e-01   | 1.1758e-01   | 412        | 0.1653
100   | 3.2031e-02   | 1.9987e-02   | 1.3952e-01   | 1.1547e-01   | 419        | 0.1674
101   | 3.1427e-02   | 1.9609e-02   | 1.3637e-01   | 1.1329e-01   | 413        | 0.1664
102   | 3.0029e-02   | 1.8734e-02   | 1.3964e-01   | 1.1560e-01   | 418        | 0.1691
103   | 3.0667e-02   | 1.9115e-02   | 1.4149e-01   | 1.1759e-01   | 412        | 0.1670
104   | 3.1914e-02   | 1.9919e-02   | 1.3772e-01   | 1.1399e-01   | 419        | 0.1693
105   | 3.1447e-02   | 1.9620e-02   | 1.3640e-01   | 1.1331e-01   | 412        | 0.1668
106   | 3.0288e-02   | 1.8891e-02   | 1.4049e-01   | 1.1631e-01   | 419        | 0.1690
107   | 3.0736e-02   | 1.9160e-02   | 1.4026e-01   | 1.1657e-01   | 412        | 0.1649
108   | 3.1490e-02   | 1.9654e-02   | 1.3672e-01   | 1.1317e-01   | 419        | 0.1691
109   | 3.1170e-02   | 1.9441e-02   | 1.3749e-01   | 1.1422e-01   | 412        | 0.1676
110   | 3.0666e-02   | 1.9126e-02   | 1.4036e-01   | 1.1620e-01   | 419        | 0.1696
111   | 3.0882e-02   | 1.9255e-02   | 1.3905e-01   | 1.1556e-01   | 412        | 0.1660
112   | 3.1097e-02   | 1.9405e-02   | 1.3722e-01   | 1.1358e-01   | 420        | 0.1689
113   | 3.0890e-02   | 1.9260e-02   | 1.3887e-01   | 1.1538e-01   | 412        | 0.1669
114   | 3.1000e-02   | 1.9338e-02   | 1.3978e-01   | 1.1571e-01   | 418        | 0.1702
115   | 3.1128e-02   | 1.9413e-02   | 1.3868e-01   | 1.1524e-01   | 412        | 0.1671
116   | 3.1002e-02   | 1.9342e-02   | 1.3869e-01   | 1.1480e-01   | 418        | 0.1674
117   | 3.0837e-02   | 1.9226e-02   | 1.3965e-01   | 1.1604e-01   | 414        | 0.1669
118   | 3.1165e-02   | 1.9447e-02   | 1.3922e-01   | 1.1524e-01   | 417        | 0.1678
119   | 3.1320e-02   | 1.9536e-02   | 1.3912e-01   | 1.1559e-01   | 412        | 0.1663
120   | 3.1137e-02   | 1.9427e-02   | 1.3986e-01   | 1.1576e-01   | 417        | 0.1720
121   | 3.0923e-02   | 1.9284e-02   | 1.3949e-01   | 1.1590e-01   | 414        | 0.1671
122   | 3.1106e-02   | 1.9414e-02   | 1.3897e-01   | 1.1503e-01   | 417        | 0.1669
123   | 3.1317e-02   | 1.9535e-02   | 1.3987e-01   | 1.1621e-01   | 412        | 0.1667
124   | 3.1296e-02   | 1.9529e-02   | 1.4004e-01   | 1.1591e-01   | 417        | 0.1682
125   | 3.1034e-02   | 1.9358e-02   | 1.3888e-01   | 1.1539e-01   | 414        | 0.1668
126   | 3.0973e-02   | 1.9331e-02   | 1.3924e-01   | 1.1525e-01   | 417        | 0.1693
127   | 3.1211e-02   | 1.9467e-02   | 1.4043e-01   | 1.1668e-01   | 412        | 0.1656
128   | 3.1356e-02   | 1.9570e-02   | 1.3952e-01   | 1.1548e-01   | 417        | 0.1666
129   | 3.1135e-02   | 1.9424e-02   | 1.3855e-01   | 1.1511e-01   | 413        | 0.1687
130   | 3.0967e-02   | 1.9325e-02   | 1.3988e-01   | 1.1577e-01   | 417        | 0.1684
131   | 3.1153e-02   | 1.9429e-02   | 1.4044e-01   | 1.1669e-01   | 412        | 0.1682
132   | 3.1281e-02   | 1.9525e-02   | 1.3891e-01   | 1.1497e-01   | 417        | 0.1681
133   | 3.1167e-02   | 1.9444e-02   | 1.3882e-01   | 1.1533e-01   | 412        | 0.1657
134   | 3.1114e-02   | 1.9415e-02   | 1.4034e-01   | 1.1615e-01   | 417        | 0.1670
135   | 3.1171e-02   | 1.9442e-02   | 1.3992e-01   | 1.1626e-01   | 412        | 0.1687
136   | 3.1097e-02   | 1.9411e-02   | 1.3867e-01   | 1.1478e-01   | 417        | 0.1680
137   | 3.1106e-02   | 1.9404e-02   | 1.3948e-01   | 1.1588e-01   | 412        | 0.1685
138   | 3.1305e-02   | 1.9535e-02   | 1.4029e-01   | 1.1611e-01   | 417        | 0.1715
139   | 3.1234e-02   | 1.9484e-02   | 1.3925e-01   | 1.1570e-01   | 412        | 0.1664
140   | 3.0919e-02   | 1.9299e-02   | 1.3897e-01   | 1.1502e-01   | 417        | 0.1686
141   | 3.1023e-02   | 1.9349e-02   | 1.4007e-01   | 1.1638e-01   | 412        | 0.1673
142   | 3.1431e-02   | 1.9616e-02   | 1.3982e-01   | 1.1573e-01   | 417        | 0.1685
143   | 3.1303e-02   | 1.9529e-02   | 1.3884e-01   | 1.1535e-01   | 412        | 0.1656
144   | 3.0856e-02   | 1.9257e-02   | 1.3954e-01   | 1.1550e-01   | 418        | 0.1680
145   | 3.0993e-02   | 1.9329e-02   | 1.4025e-01   | 1.1654e-01   | 412        | 0.1660
146   | 3.1435e-02   | 1.9620e-02   | 1.3927e-01   | 1.1527e-01   | 418        | 0.1680
147   | 3.1316e-02   | 1.9537e-02   | 1.3885e-01   | 1.1535e-01   | 412        | 0.1684
148   | 3.0913e-02   | 1.9291e-02   | 1.3996e-01   | 1.1584e-01   | 418        | 0.1682
149   | 3.1020e-02   | 1.9347e-02   | 1.4000e-01   | 1.1633e-01   | 412        | 0.1662
150   | 3.1334e-02   | 1.9558e-02   | 1.3897e-01   | 1.1502e-01   | 418        | 0.1684
151   | 3.1253e-02   | 1.9497e-02   | 1.3916e-01   | 1.1562e-01   | 412        | 0.1666
152   | 3.1022e-02   | 1.9359e-02   | 1.4000e-01   | 1.1588e-01   | 419        | 0.1700
153   | 3.1081e-02   | 1.9387e-02   | 1.3961e-01   | 1.1600e-01   | 412        | 0.1678
154   | 3.1219e-02   | 1.9485e-02   | 1.3906e-01   | 1.1510e-01   | 418        | 0.1681
155   | 3.1168e-02   | 1.9441e-02   | 1.3952e-01   | 1.1591e-01   | 412        | 0.1671
156   | 3.1108e-02   | 1.9414e-02   | 1.3976e-01   | 1.1568e-01   | 418        | 0.1694
157   | 3.1152e-02   | 1.9432e-02   | 1.3940e-01   | 1.1583e-01   | 412        | 0.1678
158   | 3.1174e-02   | 1.9456e-02   | 1.3942e-01   | 1.1539e-01   | 417        | 0.1686
159   | 3.1121e-02   | 1.9411e-02   | 1.3966e-01   | 1.1603e-01   | 412        | 0.1671
160   | 3.1131e-02   | 1.9430e-02   | 1.3949e-01   | 1.1545e-01   | 417        | 0.1697
161   | 3.1194e-02   | 1.9459e-02   | 1.3949e-01   | 1.1589e-01   | 412        | 0.1672
162   | 3.1206e-02   | 1.9475e-02   | 1.3972e-01   | 1.1564e-01   | 417        | 0.1690
163   | 3.1123e-02   | 1.9413e-02   | 1.3953e-01   | 1.1593e-01   | 413        | 0.1690
164   | 3.1094e-02   | 1.9407e-02   | 1.3936e-01   | 1.1535e-01   | 417        | 0.1694
165   | 3.1188e-02   | 1.9455e-02   | 1.3974e-01   | 1.1610e-01   | 412        | 0.1677
166   | 3.1262e-02   | 1.9511e-02   | 1.3976e-01   | 1.1567e-01   | 417        | 0.1692
167   | 3.1152e-02   | 1.9433e-02   | 1.3929e-01   | 1.1573e-01   | 413        | 0.1696
168   | 3.1047e-02   | 1.9377e-02   | 1.3947e-01   | 1.1543e-01   | 417        | 0.1698
169   | 3.1159e-02   | 1.9435e-02   | 1.3995e-01   | 1.1628e-01   | 412        | 0.1660
170   | 3.1290e-02   | 1.9529e-02   | 1.3957e-01   | 1.1552e-01   | 417        | 0.1695
171   | 3.1181e-02   | 1.9452e-02   | 1.3915e-01   | 1.1561e-01   | 413        | 0.1682
172   | 3.1043e-02   | 1.9374e-02   | 1.3970e-01   | 1.1562e-01   | 417        | 0.1692
173   | 3.1142e-02   | 1.9425e-02   | 1.3998e-01   | 1.1630e-01   | 412        | 0.1680
174   | 3.1265e-02   | 1.9514e-02   | 1.3934e-01   | 1.1533e-01   | 417        | 0.1705
175   | 3.1186e-02   | 1.9455e-02   | 1.3922e-01   | 1.1567e-01   | 412        | 0.1682
176   | 3.1093e-02   | 1.9405e-02   | 1.3987e-01   | 1.1577e-01   | 417        | 0.1687
177   | 3.1152e-02   | 1.9432e-02   | 1.3981e-01   | 1.1616e-01   | 412        | 0.1696
178   | 3.1198e-02   | 1.9473e-02   | 1.3924e-01   | 1.1524e-01   | 417        | 0.1700
179   | 3.1162e-02   | 1.9439e-02   | 1.3944e-01   | 1.1585e-01   | 412        | 0.1677
180   | 3.1165e-02   | 1.9450e-02   | 1.3987e-01   | 1.1577e-01   | 417        | 0.1710
181   | 3.1181e-02   | 1.9450e-02   | 1.3958e-01   | 1.1597e-01   | 412        | 0.1674
182   | 3.1131e-02   | 1.9430e-02   | 1.3932e-01   | 1.1531e-01   | 417        | 0.1694
183   | 3.1128e-02   | 1.9417e-02   | 1.3965e-01   | 1.1603e-01   | 412        | 0.1682
184   | 3.1218e-02   | 1.9484e-02   | 1.3973e-01   | 1.1565e-01   | 417        | 0.1681
185   | 3.1210e-02   | 1.9469e-02   | 1.3943e-01   | 1.1584e-01   | 412        | 0.1673
186   | 3.1099e-02   | 1.9409e-02   | 1.3951e-01   | 1.1547e-01   | 417        | 0.1688
187   | 3.1111e-02   | 1.9406e-02   | 1.3974e-01   | 1.1611e-01   | 412        | 0.1675
188   | 3.1231e-02   | 1.9492e-02   | 1.3955e-01   | 1.1550e-01   | 417        | 0.1667
189   | 3.1220e-02   | 1.9476e-02   | 1.3942e-01   | 1.1584e-01   | 412        | 0.1652
190   | 3.1108e-02   | 1.9415e-02   | 1.3967e-01   | 1.1560e-01   | 417        | 0.1676
191   | 3.1116e-02   | 1.9409e-02   | 1.3969e-01   | 1.1606e-01   | 412        | 0.1680
192   | 3.1209e-02   | 1.9479e-02   | 1.3944e-01   | 1.1541e-01   | 417        | 0.1677
193   | 3.1206e-02   | 1.9467e-02   | 1.3952e-01   | 1.1592e-01   | 412        | 0.1667
194   | 3.1138e-02   | 1.9433e-02   | 1.3971e-01   | 1.1563e-01   | 417        | 0.1674
195   | 3.1136e-02   | 1.9422e-02   | 1.3957e-01   | 1.1596e-01   | 412        | 0.1670
196   | 3.1178e-02   | 1.9460e-02   | 1.3947e-01   | 1.1543e-01   | 417        | 0.1677
197   | 3.1182e-02   | 1.9451e-02   | 1.3962e-01   | 1.1600e-01   | 412        | 0.1668
198   | 3.1160e-02   | 1.9447e-02   | 1.3963e-01   | 1.1557e-01   | 417        | 0.1682
199   | 3.1158e-02   | 1.9436e-02   | 1.3950e-01   | 1.1590e-01   | 412        | 0.1666
200   | 3.1167e-02   | 1.9452e-02   | 1.3957e-01   | 1.1552e-01   | 417        | 0.1671
201   | 3.1165e-02   | 1.9440e-02   | 1.3965e-01   | 1.1603e-01   | 412        | 0.1673
202   | 3.1159e-02   | 1.9447e-02   | 1.3953e-01   | 1.1549e-01   | 417        | 0.1675
203   | 3.1168e-02   | 1.9443e-02   | 1.3953e-01   | 1.1593e-01   | 412        | 0.1681
204   | 3.1180e-02   | 1.9460e-02   | 1.3966e-01   | 1.1559e-01   | 417        | 0.1671
205   | 3.1163e-02   | 1.9439e-02   | 1.3959e-01   | 1.1598e-01   | 412        | 0.1646
206   | 3.1139e-02   | 1.9435e-02   | 1.3949e-01   | 1.1545e-01   | 417        | 0.1669
207   | 3.1165e-02   | 1.9440e-02   | 1.3962e-01   | 1.1600e-01   | 412        | 0.1672
208   | 3.1204e-02   | 1.9475e-02   | 1.3966e-01   | 1.1560e-01   | 417        | 0.1666
209   | 3.1172e-02   | 1.9445e-02   | 1.3949e-01   | 1.1590e-01   | 412        | 0.1670
210   | 3.1118e-02   | 1.9422e-02   | 1.3952e-01   | 1.1548e-01   | 417        | 0.1675
211   | 3.1155e-02   | 1.9434e-02   | 1.3970e-01   | 1.1607e-01   | 412        | 0.1666
212   | 3.1218e-02   | 1.9484e-02   | 1.3960e-01   | 1.1554e-01   | 417        | 0.1677
213   | 3.1181e-02   | 1.9451e-02   | 1.3943e-01   | 1.1584e-01   | 412        | 0.1665
214   | 3.1113e-02   | 1.9418e-02   | 1.3961e-01   | 1.1555e-01   | 417        | 0.1683
215   | 3.1149e-02   | 1.9430e-02   | 1.3973e-01   | 1.1609e-01   | 412        | 0.1694
216   | 3.1213e-02   | 1.9481e-02   | 1.3951e-01   | 1.1547e-01   | 417        | 0.1674
217   | 3.1182e-02   | 1.9452e-02   | 1.3944e-01   | 1.1585e-01   | 412        | 0.1661
218   | 3.1127e-02   | 1.9427e-02   | 1.3967e-01   | 1.1561e-01   | 417        | 0.1685
219   | 3.1153e-02   | 1.9433e-02   | 1.3968e-01   | 1.1605e-01   | 412        | 0.1667
220   | 3.1193e-02   | 1.9469e-02   | 1.3947e-01   | 1.1543e-01   | 417        | 0.1663
221   | 3.1173e-02   | 1.9446e-02   | 1.3951e-01   | 1.1591e-01   | 412        | 0.1674
222   | 3.1151e-02   | 1.9442e-02   | 1.3968e-01   | 1.1561e-01   | 417        | 0.1665
223   | 3.1164e-02   | 1.9440e-02   | 1.3961e-01   | 1.1599e-01   | 412        | 0.1665
224   | 3.1170e-02   | 1.9454e-02   | 1.3949e-01   | 1.1545e-01   | 417        | 0.1672
225   | 3.1160e-02   | 1.9438e-02   | 1.3958e-01   | 1.1597e-01   | 412        | 0.1677
226   | 3.1169e-02   | 1.9454e-02   | 1.3964e-01   | 1.1558e-01   | 417        | 0.1695
227   | 3.1176e-02   | 1.9447e-02   | 1.3955e-01   | 1.1595e-01   | 412        | 0.1679
228   | 3.1157e-02   | 1.9446e-02   | 1.3955e-01   | 1.1550e-01   | 417        | 0.1680
229   | 3.1152e-02   | 1.9432e-02   | 1.3961e-01   | 1.1600e-01   | 412        | 0.1660
230   | 3.1175e-02   | 1.9457e-02   | 1.3958e-01   | 1.1553e-01   | 417        | 0.1677
231   | 3.1181e-02   | 1.9451e-02   | 1.3955e-01   | 1.1594e-01   | 412        | 0.1693
232   | 3.1158e-02   | 1.9447e-02   | 1.3960e-01   | 1.1554e-01   | 417        | 0.1684
233   | 3.1152e-02   | 1.9432e-02   | 1.3960e-01   | 1.1598e-01   | 412        | 0.1687
234   | 3.1170e-02   | 1.9454e-02   | 1.3955e-01   | 1.1550e-01   | 417        | 0.1677
235   | 3.1178e-02   | 1.9449e-02   | 1.3958e-01   | 1.1597e-01   | 412        | 0.1651
236   | 3.1167e-02   | 1.9452e-02   | 1.3961e-01   | 1.1555e-01   | 417        | 0.1679
237   | 3.1157e-02   | 1.9436e-02   | 1.3956e-01   | 1.1595e-01   | 412        | 0.1699
238   | 3.1162e-02   | 1.9449e-02   | 1.3955e-01   | 1.1551e-01   | 417        | 0.1684
239   | 3.1171e-02   | 1.9444e-02   | 1.3962e-01   | 1.1600e-01   | 412        | 0.1653
240   | 3.1172e-02   | 1.9456e-02   | 1.3959e-01   | 1.1553e-01   | 417        | 0.1663
241   | 3.1164e-02   | 1.9440e-02   | 1.3954e-01   | 1.1593e-01   | 412        | 0.1663
242   | 3.1159e-02   | 1.9447e-02   | 1.3959e-01   | 1.1553e-01   | 417        | 0.1672
243   | 3.1167e-02   | 1.9441e-02   | 1.3962e-01   | 1.1601e-01   | 412        | 0.1666
244   | 3.1170e-02   | 1.9454e-02   | 1.3955e-01   | 1.1551e-01   | 417        | 0.1665
245   | 3.1166e-02   | 1.9441e-02   | 1.3955e-01   | 1.1594e-01   | 412        | 0.1672
246   | 3.1166e-02   | 1.9451e-02   | 1.3962e-01   | 1.1556e-01   | 417        | 0.1677
